VendorId, ServiceId, ProductId, CircleCode, MSISDN, Provisioned-ServiceId, ResultCode, Result Description,Time
1,60160023,7515,NESA,9.20E+11,60160023,124,Below minimum balance,37:44.9
1,305300900,6106,OR,9.20E+11,305300900,124,Below minimum balance,37:45.0
1,60160023,7515,NESA,9.20E+11,60160023,124,Below minimum balance,37:45.0
1,7054000023,10998,UPE,9.20E+11,7054000023,0,Response Success,37:45.3
1,305300900,6106,OR,9.20E+11,305300900,124,Below minimum balance,37:45.3
1,10020023,11006,PB,9.20E+11,10020023,124,Below minimum balance,37:45.3
1,60100023,11000,DEL,9.20E+11,60100023,0,Response Success,37:45.6
1,1031260,7558,KOL,9.20E+11,1031260,124,Below minimum balance,37:45.6
1,60100023,11000,DEL,9.20E+11,60100023,124,Below minimum balance,37:45.7
1,40520023,7520,BIH,9.20E+11,40520023,124,Below minimum balance,37:45.8
1,50550023,11011,JK,9.20E+11,50550023,124,Below minimum balance,37:45.9
1,6016002900,6433,NESA,9.20E+11,6016002900,0,Response Success,37:46.0
1,60160023,7515,NESA,9.20E+11,60160023,124,Below minimum balance,37:46.2
1,505626,7552,AS,9.20E+11,505626,124,Below minimum balance,37:46.5
