VendorId, ServiceId, ProductId, CircleCode, MSISDN, Provisioned-ServiceId, ResultCode, Result Description,Time
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,33:43.5
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,33:43.5
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,33:43.6
1,102100558,11028,DEL,9.18E+11,102100558,124,Below minimum balance,33:43.6
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,33:43.6
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,33:43.8
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:44.1
1,2051260,7565,WB,9.18E+11,2051260,0,Response Success,33:45.4
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:46.0
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,33:46.1
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,33:46.1
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,33:46.1
1,6016001800,6187,NESA,9.18E+11,6016001800,124,Below minimum balance,33:46.1
1,6016001400,6520,NESA,9.18E+11,6016001400,0,Response Success,33:46.1
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,33:46.1
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,33:46.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,33:46.7
1,505600900,6200,AS,9.18E+11,505600900,0,Response Success,33:46.7
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,33:46.9
1,60100023,11000,DEL,9.18E+11,60100023,124,Below minimum balance,33:46.9
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,33:46.9
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:46.9
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,33:46.9
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,33:47.0
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,33:48.8
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:48.8
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:49.3
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,33:49.3
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:49.6
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:49.6
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:49.6
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,33:49.6
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:49.7
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:49.8
1,305300900,6106,OR,9.18E+11,305300900,0,Response Success,33:50.1
1,7054000023,10998,UPE,9.18E+11,7054000023,0,Response Success,33:50.4
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,33:50.5
1,601626,7574,NESA,9.18E+11,601626,0,Response Success,33:50.5
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,33:50.5
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:50.8
1,4052002100,6234,BIH,9.18E+11,4052002100,0,Response Success,33:50.8
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:50.8
1,60160023,7515,NESA,9.18E+11,60160023,0,Response Success,33:51.0
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:51.0
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:51.3
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,33:51.6
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:51.6
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:51.6
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:52.0
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,33:52.0
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:52.0
1,6016001800,6187,NESA,9.18E+11,6016001800,0,Response Success,33:52.0
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:52.2
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:52.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,33:52.6
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:52.7
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,33:52.9
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:52.9
1,60160001900,6946,NESA,9.18E+11,60160001900,0,Response Success,33:52.9
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,33:53.1
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:53.1
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,33:53.2
1,601026,11083,DEL,9.18E+11,601026,124,Below minimum balance,33:53.4
1,505600900,6200,AS,9.18E+11,505600900,124,Below minimum balance,33:53.4
1,305326,7575,OR,9.18E+11,305326,124,Below minimum balance,33:54.6
1,405224,7569,BIH,9.18E+11,405224,0,Response Success,33:54.8
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:55.0
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:55.0
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,33:55.2
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:55.2
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,33:55.3
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,33:55.5
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:55.5
1,601624,7587,NESA,9.18E+11,601624,124,Below minimum balance,33:55.7
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:56.0
1,7054000023,10998,UPE,9.18E+11,7054000023,0,Response Success,33:56.0
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:56.2
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:56.2
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,33:56.3
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,33:56.5
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,33:56.5
1,80970023,11012,UPW,9.18E+11,80970023,0,Response Success,33:56.7
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:56.7
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,33:56.9
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,33:57.1
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,33:57.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,33:57.2
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:57.2
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:57.5
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,33:57.7
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,33:57.8
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,33:57.8
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:58.0
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,33:59.3
1,6016001800,6187,NESA,9.18E+11,6016001800,0,Response Success,33:59.3
1,2051260,7565,WB,9.18E+11,2051260,0,Response Success,33:59.6
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,33:59.6
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,33:59.6
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,33:59.8
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:00.1
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:00.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:00.6
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:00.7
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:00.8
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:00.8
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:01.0
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:01.0
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:01.0
1,601600900,6143,NESA,9.18E+11,601600900,0,Response Success,34:01.3
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:01.4
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:01.8
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:01.9
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:01.9
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:02.1
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:02.1
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:02.1
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:02.1
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,34:02.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:02.5
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:02.9
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,34:02.9
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:03.1
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,34:03.1
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:03.1
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:03.3
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,34:03.4
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:03.4
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:03.6
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:03.7
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:05.0
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:05.2
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:05.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:05.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:05.4
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:05.4
1,8097169,11129,UPW,9.18E+11,8097169,124,Below minimum balance,34:05.4
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:05.7
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:05.7
1,505600900,6200,AS,9.18E+11,505600900,124,Below minimum balance,34:05.9
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:06.2
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:06.2
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:06.4
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:06.4
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,34:06.6
1,505600900,6200,AS,9.18E+11,505600900,124,Below minimum balance,34:06.6
1,505626,7552,AS,9.18E+11,505626,0,Response Success,34:06.7
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:06.9
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:07.1
1,102100119,11030,DEL,9.18E+11,102100119,0,Response Success,34:07.2
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:07.4
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:07.4
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:07.6
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:07.6
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:07.7
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:07.9
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:07.9
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:08.1
1,60100023,11000,DEL,9.18E+11,60100023,124,Below minimum balance,34:08.2
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:08.3
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:08.5
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:08.7
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:08.7
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:08.9
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:08.9
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:09.1
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:09.2
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:09.2
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:09.4
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,34:10.8
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:11.1
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:11.3
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:11.8
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:13.0
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:13.1
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:13.1
1,50560023,7521,AS,9.18E+11,50560023,0,Response Success,34:13.4
1,1000224,11110,PB,9.18E+11,1000224,124,Below minimum balance,34:13.4
1,40520080001,6860,BIH,9.18E+11,40520080001,0,Response Success,34:13.4
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:13.4
1,7054000023,10998,UPE,9.18E+11,7054000023,0,Response Success,34:13.8
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:13.9
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:14.0
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:14.5
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:14.5
1,505626,7552,AS,9.18E+11,505626,124,Below minimum balance,34:14.5
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:14.8
1,1000224,11110,PB,9.18E+11,1000224,124,Below minimum balance,34:14.8
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:14.9
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:16.3
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:16.5
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:16.5
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,34:16.8
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:16.8
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:16.9
1,40520040000,6064,BIH,9.18E+11,40520040000,0,Response Success,34:16.9
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:17.1
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:17.1
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:17.1
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:17.3
1,40520040000,6064,BIH,9.18E+11,40520040000,0,Response Success,34:17.4
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:17.6
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:17.8
1,40520040000,6064,BIH,9.18E+11,40520040000,0,Response Success,34:18.0
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:18.0
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:18.0
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:18.1
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:18.1
1,4052002100,6234,BIH,9.18E+11,4052002100,124,Below minimum balance,34:18.3
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:18.4
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:18.6
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:18.9
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:18.9
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:19.1
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:19.1
1,50560023,7521,AS,9.18E+11,50560023,124,Below minimum balance,34:19.1
1,405224,7569,BIH,9.18E+11,405224,0,Response Success,34:19.3
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:19.3
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:19.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:19.5
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:19.7
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:20.9
1,7054169,11122,UPE,9.18E+11,7054169,124,Below minimum balance,34:20.9
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:21.1
1,209626,11106,HAR,9.18E+11,209626,124,Below minimum balance,34:21.3
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:21.5
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:21.5
1,80970023,11012,UPW,9.18E+11,80970023,0,Response Success,34:21.7
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:21.7
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:22.0
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:22.0
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:22.3
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:22.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:22.3
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,34:22.5
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:22.5
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:22.5
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:22.7
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:22.7
1,2051260,7565,WB,9.18E+11,2051260,124,Below minimum balance,34:23.0
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:23.0
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,34:23.3
1,20510023,7523,WB,9.18E+11,20510023,124,Below minimum balance,34:23.5
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:23.5
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:23.7
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:23.7
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,34:23.7
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,34:23.8
1,405224,7569,BIH,9.18E+11,405224,124,Below minimum balance,34:24.0
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:24.1
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:24.3
1,20960023,11001,HAR,9.18E+11,20960023,124,Below minimum balance,34:24.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:24.6
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:24.6
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:24.7
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:24.9
1,405200500,6236,BIH,9.18E+11,405200500,0,Response Success,34:24.9
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,34:24.9
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:25.1
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:25.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:26.7
1,209626,11106,HAR,9.18E+11,209626,124,Below minimum balance,34:26.7
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:27.2
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,34:27.2
1,405224,7569,BIH,9.18E+11,405224,124,Below minimum balance,34:27.4
1,1000224,11110,PB,9.18E+11,1000224,124,Below minimum balance,34:28.2
1,601600900,6143,NESA,9.18E+11,601600900,0,Response Success,34:28.2
1,4052004000,6199,BIH,9.18E+11,4052004000,0,Response Success,34:28.4
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:28.4
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:28.4
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:28.4
1,601600900,6143,NESA,9.18E+11,601600900,0,Response Success,34:28.7
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:28.7
1,205124,7582,WB,9.18E+11,205124,124,Below minimum balance,34:28.7
1,209626,11106,HAR,9.18E+11,209626,124,Below minimum balance,34:28.7
1,8090726,11100,UPW,9.18E+11,8090726,124,Below minimum balance,34:29.2
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:29.3
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:29.6
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:29.6
1,10020023,11006,PB,9.18E+11,10020023,124,Below minimum balance,34:29.7
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:29.7
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:29.7
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:29.8
1,4052002100,6234,BIH,9.18E+11,4052002100,0,Response Success,34:29.8
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:29.9
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:30.2
1,601600900,6143,NESA,9.18E+11,601600900,124,Below minimum balance,34:30.6
1,60100023,11000,DEL,9.18E+11,60100023,0,Response Success,34:30.7
1,4052002100,6234,BIH,9.18E+11,4052002100,124,Below minimum balance,34:31.0
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:31.0
1,1031260,7558,KOL,9.18E+11,1031260,124,Below minimum balance,34:31.0
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:31.0
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:31.0
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:32.3
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:32.3
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:32.4
1,1031260,7558,KOL,9.18E+11,1031260,0,Response Success,34:32.8
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:32.8
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:33.0
1,20960023,11001,HAR,9.18E+11,20960023,124,Below minimum balance,34:33.0
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:33.0
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:33.0
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:33.0
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:33.2
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:33.5
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:33.6
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:33.8
1,1031260,7558,KOL,9.18E+11,1031260,124,Below minimum balance,34:33.9
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:33.9
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:33.9
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:34.1
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:34.1
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:34.2
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:34.4
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:34.8
1,601600900,6143,NESA,9.18E+11,601600900,0,Response Success,34:34.9
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:35.0
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:35.2
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:35.2
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:35.2
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:35.2
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:35.3
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:35.4
1,60160023,7515,NESA,9.18E+11,60160023,0,Response Success,34:35.5
1,20960023,11001,HAR,9.18E+11,20960023,124,Below minimum balance,34:35.9
1,601626,7574,NESA,9.18E+11,601626,124,Below minimum balance,34:35.9
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:35.9
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:36.2
1,405200500,6236,BIH,9.18E+11,405200500,124,Below minimum balance,34:36.2
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:36.3
1,102169,11136,PB,9.18E+11,102169,124,Below minimum balance,34:36.5
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:36.5
1,601624,7587,NESA,9.18E+11,601624,124,Below minimum balance,34:36.7
1,405226,7571,BIH,9.18E+11,405226,124,Below minimum balance,34:38.1
1,80970023,11012,UPW,9.18E+11,80970023,0,Response Success,34:39.1
1,60100023,11000,DEL,9.18E+11,60100023,124,Below minimum balance,34:39.1
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:39.1
1,80970023,11012,UPW,9.18E+11,80970023,124,Below minimum balance,34:39.1
1,10020023,11006,PB,9.18E+11,10020023,0,Response Success,34:39.1
1,305326,7575,OR,9.18E+11,305326,124,Below minimum balance,34:39.1
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:39.1
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:39.3
1,40520040000,6064,BIH,9.18E+11,40520040000,0,Response Success,34:39.3
1,100226,11099,PB,9.18E+11,100226,124,Below minimum balance,34:39.4
1,405226,7571,BIH,9.18E+11,405226,0,Response Success,34:39.9
1,3053001700,6338,OR,9.18E+11,3053001700,0,Response Success,34:39.9
1,40520023,7520,BIH,9.18E+11,40520023,0,Response Success,34:40.2
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:40.2
1,7054000023,10998,UPE,9.18E+11,7054000023,124,Below minimum balance,34:40.2
1,8090726,11100,UPW,9.18E+11,8090726,0,Response Success,34:40.4
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:40.4
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:40.4
1,705426,11085,UPE,9.18E+11,705426,124,Below minimum balance,34:40.6
1,8097093,10848,UPW,9.18E+11,8097093,124,Below minimum balance,34:40.6
1,10310023,7525,KOL,9.18E+11,10310023,0,Response Success,34:40.9
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:40.9
1,60160023,7515,NESA,9.18E+11,60160023,124,Below minimum balance,34:41.2
1,40520023,7520,BIH,9.18E+11,40520023,124,Below minimum balance,34:41.3
1,601626,7574,NESA,9.18E+11,601626,0,Response Success,34:41.3
1,30530023,7517,OR,9.18E+11,30530023,124,Below minimum balance,34:42.7
